BTCUSD 10B,BTCUSD,47738.3,2133.68707098,101858593.500564534,46150,47922.6,46150,101858593.500564534
ETHBTC 10B,ETHBTC,0.07893,3025.11548833,238.7723654938869,0.07963,0.07988,0.07857,11398586.81565682099827
ETHUSD 10B,ETHUSD,3769.04,9878.2598963,37231556.679550552,3675.95,3775.34,3675.29,37231556.679550552
