BTCUSD 10B,BTCUSD,47304.6,1343.75926236,63565994.402234856,47736.5,47950.4,46700,63565994.402234856
ETHBTC 10B,ETHBTC,0.08096,4088.21307301,330.9817303908896,0.07894,0.08122,0.07893,15656958.36344887617216
ETHUSD 10B,ETHUSD,3832,18833.90836887,72171536.86950984,3769.04,3856.16,3717.98,72171536.86950984
