BTCUSD 10B,BTCUSD,46150,3113.01771651,143665767.61693650,47143.8,48591.6,45530.3,143665767.61693650
ETHBTC 10B,ETHBTC,0.07954,11861.59228323,943.4710502081142,0.07872,0.07975,0.07839,43541188.9671044703300
ETHUSD 10B,ETHUSD,3676.9,24922.75471149,91638476.798677581,3710,3813.42,3620.45,91638476.798677581
