BTCUSD 10B,BTCUSD,46452.6,2133.14177926,99089981.815253076,47301.2,47567.2,45707.9,99089981.815253076
ETHBTC 10B,ETHBTC,0.08105,5469.7166838,443.320537221990,0.0809,0.08143,0.08044,20593391.5873582126740
ETHUSD 10B,ETHUSD,3763.94,20626.32445091,77636247.6537581854,3832,3850,3681.12,77636247.6537581854
