ETHUSDC XJ,ETHUSDC,2949.18,2986.77,2855,2951.59,10022.04670352,10017.5221
FILBTC XJ,FILBTC,0.00284294,0.00290124,0.00277997,0.00287019,11647.997,659570159.7244
FILEUR XJ,FILEUR,136.0859,138.142,129.7636,134.8745,9029.862,10886.1468
FILGBP XJ,FILGBP,119.1822,120.6242,113.5835,117.7323,8291.108,11472.4305
FILUSD XJ,FILUSD,164.4585,166.98,156.4,162.5811,101500.554,101500.5540
GNTUSDC XJ,GNTUSDC,0.459816,0.49,0.44347,0.48849,435177,434980.5318
GRTBTC XJ,GRTBTC,0.00002899,0.00002923,0.0000274,0.00002846,1052509.79,59598577360.708
GRTEUR XJ,GRTEUR,1.3913,1.4013,1.2834,1.3374,1233622.35,1487220.2943
GRTGBP XJ,GRTGBP,1.2159,1.2235,1.1218,1.1659,828813.1,1146831.1229
GRTUSD XJ,GRTUSD,1.6779,1.6894,1.545,1.6115,13195514.81,13195514.8100
KNCBTC XJ,KNCBTC,0.00005779,0.0000581,0.00005501,0.00005617,243689.2,13798949687.84
KNCUSD XJ,KNCUSD,3.337,3.36,3.0923,3.1783,1701603.7,1701603.7000
LINKBTC XJ,LINKBTC,0.00071386,0.00071963,0.00068777,0.00069804,102831.59,5822859350.068
LINKETH XJ,LINKETH,0.01399537,0.01404646,0.01330805,0.01339212,62789.54,185360373.1386
LINKEUR XJ,LINKEUR,34.2403,34.40546,32.17446,32.81486,100151.14,120739.3883
LINKGBP XJ,LINKGBP,29.95,30.01117,28.04661,28.59756,64689.69,89511.3142
LINKUSD XJ,LINKUSD,41.28199,41.45,38.715,39.50338,1725304.59,1725304.5900
LOOMUSDC XJ,LOOMUSDC,0.15994,0.159997,0.151836,0.15608,5852339,5849696.8605
LRCBTC XJ,LRCBTC,0.00001007,0.00001048,0.00000977,0.00001019,2370771,134245382029.2
LRCUSD XJ,LRCUSD,0.582,0.595,0.558,0.5772,13417303.925845,13417303.9258
LTCBTC XJ,LTCBTC,0.004786,0.004801,0.004714,0.004752,21606.02274687,1223445359.2461
LTCEUR XJ,LTCEUR,229.89,230.37,220.42,223.3,21919.48651838,26425.5144
LTCGBP XJ,LTCGBP,200.64,201,192.5,195,12988.95549913,17972.8559
LTCUSD XJ,LTCUSD,277.02,277.64,265,269.1,236592.41831042,236592.4183
MANABTC XJ,MANABTC,0.0000253,0.0000254,0.0000245,0.0000248,454103.03,25713674894.356
MANAETH XJ,MANAETH,0.000495,0.0005,0.000472,0.000477,439114.66,1296305996.6394
MANAEUR XJ,MANAEUR,1.214,1.216,1.143,1.172,296629.63,357608.3115
MANAUSD XJ,MANAUSD,1.463,1.466,1.382,1.411,4274017.58,4274017.5800
MANAUSDC XJ,MANAUSDC,1.462928,1.466028,1.382148,1.409842,3768639,3766937.5828
MATICBTC XJ,MATICBTC,0.0000136,0.00001461,0.00001316,0.00001453,8245000,466874774000
MATICEUR XJ,MATICEUR,0.6525,0.6884,0.616,0.6835,7263294.8,8756423.2525
MATICGBP XJ,MATICGBP,0.5716,0.5993,0.5372,0.5963,3220977.6,4456876.1737
MATICUSD XJ,MATICUSD,0.7867,0.8279,0.7403,0.8226,96826737.6,96826737.6000
MKRBTC XJ,MKRBTC,0.08294,0.09124,0.08034,0.08674,699.282209,39596994.9411
MKRUSD XJ,MKRUSD,4793.6833,5115,4521.5937,4916.7167,7772.844799,7772.8448
NKNBTC XJ,NKNBTC,0.0000133,0.0000139,0.0000125,0.0000134,2640601.8,149524605045.36
NKNUSD XJ,NKNUSD,0.7688,0.791,0.705,0.757,16583808.7,16583808.7000
NMRBTC XJ,NMRBTC,0.00118772,0.00118842,0.0011518,0.0011706,5814.617,329253850.5484
NMREUR XJ,NMREUR,56.9313,56.9313,54.1899,55.0014,6468.845,7798.6570
NMRGBP XJ,NMRGBP,49.6999,49.7999,47.2974,47.9087,6111.565,8456.5905
NMRUSD XJ,NMRUSD,68.6632,68.75,65.1508,66.2895,19377.311,19377.3110
NUBTC XJ,NUBTC,0.00000893,0.00000906,0.00000873,0.00000889,1793106,101534985871.2
NUEUR XJ,NUEUR,0.4286,0.44,0.4096,0.419,2201106.60201,2653592.0077
NUGBP XJ,NUGBP,0.375,0.3759,0.3573,0.3648,1385763.007778,1917484.3475
NUUSD XJ,NUUSD,0.5159,0.5205,0.4921,0.5047,14127375.223854,14127375.2239
OGNBTC XJ,OGNBTC,0.0000324,0.0000331,0.0000307,0.0000318,284958.31,16135821295.412
OGNUSD XJ,OGNUSD,1.876,1.878,1.731,1.802,2212543.36,2212543.3600
OMGBTC XJ,OMGBTC,0.00014118,0.00014138,0.00013514,0.00013859,46744.949,2646942086.1148
OMGEUR XJ,OMGEUR,6.7705,6.8557,6.322,6.5027,197459.4,238051.4807
OMGGBP XJ,OMGGBP,5.9188,5.9188,5.5417,5.6919,70452.1,97484.7779
OMGUSD XJ,OMGUSD,8.151,8.19,7.6051,7.85,1246029.5,1246029.5000
OXTUSD XJ,OXTUSD,0.6542,0.7,0.637,0.6659,22823975,22823975.0000
RENBTC XJ,RENBTC,0.000017,0.00001754,0.00001639,0.00001703,1087365,61572260598
RENUSD XJ,RENUSD,0.9825,0.9988,0.9242,0.9643,9879396.703086,9879396.7031
REPBTC XJ,REPBTC,0.000742,0.000744,0.000709,0.000727,7501.373173,424766756.1958
