1INCHBTC XJ,1INCHBTC,0.0000947,0.000103,0.0000943,0.0001023,141117.57,7990810624.764
1INCHEUR XJ,1INCHEUR,4.474,4.932,4.474,4.88,161233.88,177291.1885
1INCHGBP XJ,1INCHGBP,3.888,4.276,3.888,4.215,62245.2,79242.6437
1INCHUSD XJ,1INCHUSD,5.367,5.953,5.36,5.879,1279726.94,1279726.9400
AAVEBTC XJ,AAVEBTC,0.00851843,0.00915906,0.00848042,0.00906685,6938.813,392911673.8876
AAVEEUR XJ,AAVEEUR,400.607,444.878,400.606,430.045,10736.372,12934.2482
AAVEGBP XJ,AAVEGBP,349.515,387.025,349.431,371.171,1651.585,2303.5986
AAVEUSD XJ,AAVEUSD,483.209,535.313,481.787,518.421,78143.231,78143.2310
ADABTC XJ,ADABTC,0.00002348,0.00002386,0.00002301,0.00002385,7155245.21,405167191065.292
ADAETH XJ,ADAETH,0.00045,0.000451,0.000392,0.000396,12180842.8,35958944221.452
ADAEUR XJ,ADAEUR,1.1024,1.147,1.1005,1.1311,5352343.89,6448038.8790
ADAGBP XJ,ADAGBP,0.9619,0.9962,0.9582,0.9813,2965855.6,4136717.6921
ADAUSD XJ,ADAUSD,1.3284,1.3816,1.3223,1.3634,55632359.86,55632359.8600
ADAUSDC XJ,ADAUSDC,1.329,1.382,1.323,1.364,2266896.93,2207731.5849
ALGOBTC XJ,ALGOBTC,0.00002454,0.00002548,0.00002422,0.00002511,1615718,91490354893.6
ALGOEUR XJ,ALGOEUR,1.1531,1.2227,1.153,1.1911,1479032,1781809.2475
ALGOGBP XJ,ALGOGBP,1.0061,1.0616,1.0056,1.0318,1281779,1787800.4130
ALGOUSD XJ,ALGOUSD,1.3891,1.475,1.3891,1.4362,20693696,20693696.0000
ANKRBTC XJ,ANKRBTC,0.00000302,0.00000308,0.00000295,0.00000298,15943952,902829470790.4
ANKREUR XJ,ANKREUR,0.14246,0.14807,0.14094,0.14108,20387972,24561657.2516
