LINKEUR XJ,LINKEUR,34.93795,40.45194,32.224,37.99464,549809.49,689649.0609
LINKGBP XJ,LINKGBP,30.31587,35.36892,28,33.18279,255684.8,354407.5422
LINKUSD XJ,LINKUSD,42.1,48.57,38.54578,45.56438,7745690.08,7745690.0800
LOOMUSDC XJ,LOOMUSDC,0.15885,0.159,0.138118,0.14355,10565836,10565005.3525
LRCBTC XJ,LRCBTC,0.00001016,0.00001018,0.00000935,0.00000965,1181368,62898300546.56
LRCUSD XJ,LRCUSD,0.5817,0.5823,0.4989,0.5112,23668844.377934,23668844.3779
LTCBTC XJ,LTCBTC,0.005157,0.005869,0.004943,0.005738,160165.14073143,8527499609.6115
LTCEUR XJ,LTCEUR,244.51,272.75,225.15,254.46,138204.68303566,173355.9198
LTCGBP XJ,LTCGBP,211.81,236.68,195.02,219.68,72580.25455816,100604.2973
LTCUSD XJ,LTCUSD,294.91,327.91,271.03,305.5,1214647.92697048,1214647.9270
MANABTC XJ,MANABTC,0.0000245,0.0000245,0.0000231,0.0000238,1929757.64,102744001888.2688
MANAETH XJ,MANAETH,0.000409,0.000416,0.000374,0.000384,1698404.98,5502849119.2498
MANAEUR XJ,MANAEUR,1.16,1.16,1.03,1.056,1159611.39,1454549.1133
MANAUSD XJ,MANAUSD,1.406,1.406,1.239,1.266,13082214.25,13082214.2500
MANAUSDC XJ,MANAUSDC,1.404382,1.405939,1.240437,1.267797,11529836,11528929.5664
MATICBTC XJ,MATICBTC,0.0000139,0.00001417,0.00001282,0.00001325,17570238.8,935473248570.496
MATICEUR XJ,MATICEUR,0.6593,0.666,0.5731,0.6092,11595126.4,14544252.4702
MATICGBP XJ,MATICGBP,0.5725,0.5773,0.4957,0.5276,4121406,5712726.6500
MATICUSD XJ,MATICUSD,0.7953,0.7992,0.6877,0.7051,149102590.4,149102590.4000
MKRBTC XJ,MKRBTC,0.10497,0.10591,0.09554,0.1003,1447.540603,77069840.9817
MKRUSD XJ,MKRUSD,5998.9197,6059.834,5100,5248.2149,19408.77387,19408.7739
NKNBTC XJ,NKNBTC,0.0000134,0.0000134,0.0000121,0.0000126,3015597.6,160556206171.392
NKNUSD XJ,NKNUSD,0.7613,0.7634,0.6505,0.6696,27817807.8,27817807.8000
NMRBTC XJ,NMRBTC,0.00125755,0.00129257,0.00120864,0.0012262,17340.484,923240661.8893
NMREUR XJ,NMREUR,59.5515,60.3999,54.4214,54.4214,11819.441,14825.6197
NMRGBP XJ,NMRGBP,51.7354,52.2817,47.079,47.1196,8560.451,11865.7362
NMRUSD XJ,NMRUSD,71.8197,73.8945,65.25,65.32,50356.266,50356.2660
NUBTC XJ,NUBTC,0.00000894,0.00000917,0.00000848,0.0000086,3612232,192322167165.44
NUEUR XJ,NUEUR,0.4223,0.4279,0.3782,0.3822,3673945.359949,4608383.4737
NUGBP XJ,NUGBP,0.3675,0.3698,0.3281,0.3409,2043371.412496,2832339.8190
NUUSD XJ,NUUSD,0.5114,0.5142,0.4554,0.458,22120338.445271,22120338.4453
OGNBTC XJ,OGNBTC,0.0000325,0.0000326,0.0000287,0.0000301,602611.66,32084201792.7872
OGNUSD XJ,OGNUSD,1.863,1.863,1.543,1.636,5946498.41,5946498.4100
OMGBTC XJ,OMGBTC,0.00016334,0.00018168,0.00015218,0.00016368,672878.954,35825367438.5517
OMGEUR XJ,OMGEUR,7.7159,8.5071,6.9729,7.2564,1080576.7,1355412.5928
OMGGBP XJ,OMGGBP,6.685,7.3697,6.0441,6.5311,269771,373932.5806
OMGUSD XJ,OMGUSD,9.3475,10.2166,8.3557,9.031,4491877.5,4491877.5000
OXTUSD XJ,OXTUSD,0.6642,0.6655,0.5859,0.6006,21715340,21715340.0000
RENBTC XJ,RENBTC,0.00001721,0.00001733,0.00001612,0.0000165,1026105,54631800321.6
RENUSD XJ,RENUSD,0.9831,0.9864,0.8597,0.8796,17209652.535027,17209652.5350
REPBTC XJ,REPBTC,0.000754,0.00076,0.000715,0.000747,8173.469123,435171189.1692
REPUSD XJ,REPUSD,43.06,43.3,38.13,40.75,39960.179669,39960.1797
SKLBTC XJ,SKLBTC,0.00001169,0.00001186,0.00001097,0.00001104,6421794.8,341908684998.016
SKLEUR XJ,SKLEUR,0.5544,0.5885,0.498,0.5241,6077231.7,7622926.1429
SKLGBP XJ,SKLGBP,0.4809,0.4809,0.4226,0.4241,2843550.4,3941476.8044
SKLUSD XJ,SKLUSD,0.6692,0.6701,0.598,0.6309,30597840.1,30597840.1000
SNXBTC XJ,SNXBTC,0.00032979,0.00033079,0.00030275,0.00031229,94527.34,5032817074.0928
SNXEUR XJ,SNXEUR,15.6357,15.6357,13.5,13.7175,56141.04,70420.0568
SNXGBP XJ,SNXGBP,13.5635,13.5635,11.6852,11.8794,47474.692,65805.1981
SNXUSD XJ,SNXUSD,18.8733,18.8733,16.1925,17.0095,885021.022,885021.0220
STORJBTC XJ,STORJBTC,0.00003635,0.00003635,0.0000334,0.00003433,1184154.23,63046644781.3216
STORJUSD XJ,STORJUSD,2.0777,2.0777,1.79,1.8677,8932949.73,8932949.7300
SUSHIBTC XJ,SUSHIBTC,0.00025193,0.0002558,0.00023611,0.00024214,123492.93,6575000699.6256
SUSHIETH XJ,SUSHIETH,0.004194,0.004246,0.003885,0.003903,87240.04,282658602.0004
SUSHIEUR XJ,SUSHIEUR,11.975,12.012,10.546,10.981,282984.25,354958.9918
SUSHIGBP XJ,SUSHIGBP,10.378,10.404,9.089,9.142,98961.68,137171.8842
SUSHIUSD XJ,SUSHIUSD,14.429,14.49,12.68,13.185,1310209.46,1310209.4600
UMABTC XJ,UMABTC,0.00046857,0.00047072,0.00043164,0.00045126,91385.463,4865537510.2090
UMAEUR XJ,UMAEUR,22.224,22.356,19.251,20.636,79314.421,99487.3987
UMAGBP XJ,UMAGBP,19.263,19.384,16.669,17.903,48043.098,66593.0719
UMAUSD XJ,UMAUSD,26.784,26.95,23.104,24.026,396761.159,396761.1590
UNIBTC XJ,UNIBTC,0.00073967,0.00081909,0.00072059,0.00081048,303061.716872,16135587684.7617
UNIUSD XJ,UNIUSD,42.3267,44.64,39.7,43.1305,2138435.767306,2138435.7673
USDCEUR XJ,USDCEUR,0.829,0.839,0.817,0.832,25068889.6,31444957.7272
USDCGBP XJ,USDCGBP,0.719,0.724,0.719,0.721,576899.49,799646.7931
USDTEUR XJ,USDTEUR,0.8302,0.8385,0.8302,0.8335,1961070.7,2459853.0787
USDTGBP XJ,USDTGBP,0.7214,0.7297,0.7202,0.7211,1006001.41,1394429.7322
USDTUSD XJ,USDTUSD,1.003,1.003,0.999,1.0006,21051639.36,21051639.3600
USDTUSDC XJ,USDTUSDC,1.0007,1.0027,0.9998,1.0007,836443.95,836378.1918
WBTCBTC XJ,WBTCBTC,1.0012,1.01,0.9996,0.9999,132.34985583,7046560.4361
WBTCUSD XJ,WBTCUSD,57240.01,57240.01,53130,53240,29.6064262,29.60643
XLMBTC XJ,XLMBTC,0.00000963,0.00000964,0.00000927,0.0000094,9817279,522690783135.68
XLMEUR XJ,XLMEUR,0.457146,0.457146,0.412546,0.418152,14926440,18722858.5832
XLMUSD XJ,XLMUSD,0.551016,0.551337,0.495461,0.502353,262049271,262049271.0000
XTZBTC XJ,XTZBTC,0.00010509,0.00010814,0.00009948,0.00010311,490344.05,26106858682.576
XTZEUR XJ,XTZEUR,4.99713,5.04554,4.5132,4.5763,925980.7,1161496.3579
XTZGBP XJ,XTZGBP,4.32879,4.38,3.90011,3.95831,629721.13,872863.4552
XTZUSD XJ,XTZUSD,6.0073,6.0628,5.4241,5.4974,4391508.38,4391508.3800
YFIBTC XJ,YFIBTC,0.93412,0.99632,0.89833,0.95228,44.087085,2347281.0526
YFIUSD XJ,YFIUSD,53422.33,55540.8,49630.01,50287.65,662.785788,662.7858
ZECBTC XJ,ZECBTC,0.004383,0.004828,0.004147,0.004538,11111.9242,591620179.3025
ZECUSD XJ,ZECUSD,250.58,267.47,230.45,241.28,69280.24092937,69280.2409
ZECUSDC XJ,ZECUSDC,250.55,267.24,230.36,242.02,7566.75633619,7566.1615
ZRXBTC XJ,ZRXBTC,0.00003321,0.00003321,0.00003095,0.00003153,1214390.6405,64656489330.2498
ZRXEUR XJ,ZRXEUR,1.569514,1.569514,1.375,1.401204,3205639.25477,4020967.5204
ZRXUSD XJ,ZRXUSD,1.904805,1.904964,1.65,1.680399,14141930.88191,14141930.8819
